player_id,matches,player_name,country,domestic_team,batting_style,bowling_style,dominant_hand,primary_role,secondary_role,height_cm,weight_kg,debut_year,experience_years,matches_test,matches_odi,matches_t20,matches_fc,matches_listA,runs,balls_faced_est,runs_per_match,batting_average_est,strike_rate,dot_ball_pct,boundary_pct,boundary_runs_est,fours_est,sixes_est,balls_per_boundary_est,boundary_ball_pct_est,singles_doubles_runs_est,rotation_index,dismissals_est,not_outs_est,fifty_plus_rate_est,century_rate_est,pp_runs,middle_runs_est,death_runs,powerplay_run_share_pct,middle_run_share_pct,death_run_share_pct,pp_sr,middle_sr,death_sr,acceleration_index,phase_balance_index,powerplay_batting_index,middle_overs_batting_index,death_finishing_index,pressure_batting_index,anchor_index,power_hitter_index,red_ball_batting_fit,white_ball_batting_fit,batting_impact_score,batting_rating,wickets,overs_bowled_est,balls_bowled_est,runs_conceded_est,wkts_per_match,bowling_average_est,economy,bowling_strike_rate_est,dot_balls_bowled_est,pp_wkts,middle_wkts_est,death_wkts,pp_eco,middle_eco,death_eco,pp_over_share_pct,middle_over_share_pct,death_over_share_pct,powerplay_bowling_index,middle_overs_bowling_index,death_bowling_index,economy_control_index,wicket_impact_index,new_ball_threat_index,closing_bowler_index,red_ball_bowling_fit,white_ball_bowling_fit,bowling_impact_score,bowling_rating,catches_est,runouts_est,stumpings_est,fielding_rating,availability_score,durability_index,workload_index,last10_bat_avg_est,last10_bowl_avg_est,recent_runs_est,recent_wkts_est,batting_form_index,bowling_form_index,consistency_index,allrounder_index,clutch_index,versatility_index,match_impact_score,county_red_ball_fit,county_white_ball_fit,format_specialism,upside_score,risk_score,market_value_index,salary_band_est,scouting_grade_num,scouting_grade,analyst_recommendation
29,23,Wayne Ngidi,South Africa,Nottinghamshire,LHB,Left-arm orthodox,Left,Utility,Flexible,172,83,2010,16,2,4,8,3,6,331,196.8,14.39,15.76,168.2,23.5,27.2,90.0,15,5,9.84,10.16,241,122.47,21.0,2.0,0.0,4.73,124,100,107,37.46,30.21,32.33,159.6,169.3,178.2,64.26,91.08,100.0,100.0,100.0,87.54,100.0,100.0,100.0,100.0,93.99,97.0,9,44.4,267,361.2,0.39,40.14,8.13,29.62,63,4,3,2,7.68,8.75,8.91,28.0,50.0,22.0,49.7,47.67,47.99,68.28,56.16,40.27,34.47,57.86,56.54,70.6,63.9,8,1,0,91.54,86,87.53,20.15,14.5,40.27,158,5,57.35,45.14,75.91,80.45,72.77,80.65,67.92,78.02,76.62,Balanced multi-format,83.18,14.04,73.47,Strong squad asset,71.68,B,Monitor
30,37,Agha Afridi,Pakistan,Hampshire,RHB,Right-arm pace,Right,Bowler,Lower-order hitter,183,67,2011,15,5,6,11,6,9,43,37.1,1.16,1.23,116.0,36.4,16.5,7.1,2,0,18.53,5.4,35,94.42,35.0,2.0,0.0,0.37,18,14,11,41.86,32.56,25.58,115.7,111.6,125.9,57.82,82.28,79.44,87.54,79.39,72.85,77.75,80.37,58.08,92.5,46.33,60.81,40,173.6,1041,1405.9,1.08,35.15,8.1,26.04,379,13,13,14,7.63,7.95,8.67,28.0,50.0,22.0,58.91,66.57,58.0,76.44,89.34,42.14,44.38,77.99,65.6,100.0,85.9,10,3,0,92.63,82,79.47,29.15,1.15,34.68,10,10,39.45,59.24,73.3,61.35,68.51,76.5,79.66,76.58,66.47,Red-ball leaning,92.66,24.58,80.27,High-value starter,76.41,B+,Shortlist
31,39,Suranga Karunaratne,Sri Lanka,Middlesex,LHB,Left-arm pace,Left,Bowler,Lower-order hitter,168,72,2012,14,5,7,12,7,8,145,114.8,3.72,3.92,126.3,37.5,8.9,12.9,2,1,38.27,2.61,131,114.11,37.0,2.0,0.0,1.18,64,35,46,44.14,24.14,31.72,127.3,125.5,128.4,50.84,77.72,85.23,97.31,81.47,73.35,96.45,64.57,73.17,92.09,55.07,68.85,62,262.3,1574,1854.5,1.59,29.91,7.07,25.38,590,26,21,15,6.33,7.4,7.27,28.0,50.0,22.0,71.86,72.7,71.14,91.52,100.0,56.36,53.64,88.84,79.47,100.0,92.08,11,2,0,85.05,82,79.6,43.3,3.76,29.01,33,15,45.87,64.64,74.01,68.47,72.85,82.49,84.56,84.39,77.48,Balanced multi-format,82.8,24.28,82.71,High-value starter,83.11,A,Priority target
32,34,Kavem Gayle,West Indies,Leicestershire,RHB,Left-arm orthodox,Right,Utility,Flexible,179,77,2013,13,4,6,12,5,7,109,110.0,3.21,3.52,99.1,42.4,11.4,12.4,2,1,36.66,2.73,95,86.37,31.0,3.0,0.0,1.05,31,60,18,28.44,55.05,16.51,90.5,103.1,115.1,68.87,57.91,62.2,86.9,69.97,70.38,75.43,65.42,55.99,78.8,46.52,56.96,1,16.5,99,146.1,0.03,146.06,8.87,98.8,42,1,0,0,8.73,9.02,9.67,28.0,50.0,22.0,51.78,62.0,49.05,69.26,13.32,29.67,34.33,47.5,57.82,45.74,49.2,10,3,0,93.89,80,82.27,6.14,3.45,139.24,30,0,37.83,40.56,64.33,53.08,62.47,59.7,54.79,55.52,66.56,White-ball leaning,66.87,32.47,60.16,Development / squad,57.29,C,Development watchlist
33,44,Jos Ali,Bangladesh,Lancashire,LHB,Medium pace,Left,Utility,Flexible,190,82,2013,13,5,8,15,7,9,543,433.7,12.34,13.58,125.2,33.1,16.5,89.6,13,6,22.83,4.38,455,104.91,40.0,4.0,0.0,4.07,210,147,186,38.67,27.07,34.25,125.5,119.8,137.4,59.13,86.14,83.39,92.9,88.32,78.5,100.0,84.66,97.71,100.0,76.56,87.7,6,40.1,241,363.2,0.14,60.53,9.05,40.13,80,2,3,1,9.12,8.67,9.6,28.0,50.0,22.0,43.17,56.7,45.65,61.16,35.35,26.28,32.19,50.79,51.24,51.62,51.32,13,2,0,95.45,86,88.93,15.33,13.58,56.7,123,2,60.24,28.23,77.06,69.51,68.28,76.6,59.42,75.09,73.42,Balanced multi-format,85.41,13.01,68.72,Strong squad asset,65.36,B,Monitor
34,37,Ollie Buttler,Afghanistan,Yorkshire,RHB,Right-arm off-spin,Right,Utility,Flexible,175,66,2015,11,4,7,13,5,8,446,316.1,12.05,13.12,141.1,27.6,17.6,78.5,9,7,19.76,5.06,368,116.42,34.0,3.0,0.0,3.94,150,202,94,33.63,45.29,21.08,130.0,132.1,161.7,74.31,76.15,84.75,100.0,97.9,88.49,100.0,95.69,96.69,100.0,81.78,90.06,8,45.6,273,365.0,0.22,45.62,8.01,34.17,75,3,3,2,7.65,7.35,8.89,28.0,50.0,22.0,51.85,62.36,49.79,72.42,43.76,39.8,35.39,59.37,59.36,62.99,61.18,11,3,3,92.68,86,88.47,15.93,13.38,41.97,127,3,60.53,33.65,70.86,75.62,72.47,77.29,65.45,75.88,77.52,Balanced multi-format,70.17,15.39,69.05,Strong squad asset,69.95,B,Monitor
35,83,Ben Broad,Ireland,Essex,LHB,Right-arm pace,Left,Bowler,Lower-order hitter,186,71,2013,13,11,14,26,14,18,49,39.7,0.59,0.63,123.5,46.6,15.1,7.4,0,1,39.68,2.52,43,108.38,78.0,5.0,0.0,0.19,15,26,8,30.61,53.06,16.33,125.3,113.0,138.3,59.97,61.88,77.78,96.86,83.23,74.98,86.78,81.65,57.27,96.85,47.28,62.17,119,506.4,3039,3879.3,1.43,32.6,7.66,25.53,1416,50,28,41,7.69,7.71,8.67,28.0,50.0,22.0,66.05,77.61,63.4,88.72,100.0,43.61,49.32,89.33,74.19,100.0,90.88,20,4,0,93.32,84,84.53,37.09,0.65,33.25,6,13,50.19,53.98,72.37,64.53,70.86,76.14,83.1,84.25,73.19,Red-ball leaning,82.47,22.63,80.96,High-value starter,81.35,A,Shortlist
36,43,Matt Wood,Zimbabwe,Gloucestershire,RHB,Right-arm off-spin,Right,Batter,Part-time bowler,171,76,2016,10,5,8,17,6,7,1270,836.1,29.53,35.28,151.9,22.3,24.2,307.3,50,18,12.3,8.13,962,115.06,36.0,7.0,70.56,10.58,358,527,385,28.19,41.5,30.31,144.6,149.0,157.1,59.59,85.01,90.48,100.0,99.13,86.16,100.0,100.0,100.0,100.0,100.0,100.0,6,39.8,239,318.9,0.14,53.15,8.02,39.77,53,2,2,2,7.55,7.49,7.95,28.0,50.0,22.0,49.26,56.34,55.81,69.1,35.76,40.42,39.53,53.6,59.49,57.2,56.87,15,3,0,97.26,86,88.87,24.99,31.04,53.33,251,1,52.5,35.78,78.04,66.44,75.02,78.87,90.46,93.41,92.51,Balanced multi-format,73.61,12.7,86.66,Elite / overseas-standard,91.46,A+,Priority target
37,91,Shreyas Bishnoi,India,Durham,LHB,Right-arm off-spin,Left,Utility,Flexible,182,81,2015,11,11,18,32,14,16,1710,1260.1,18.79,20.85,135.7,41.3,20.7,354.0,42,31,17.26,5.79,1356,107.61,82.0,9.0,0.0,6.26,628,764,318,36.73,44.68,18.6,134.2,123.6,154.1,65.26,71.19,84.98,99.87,93.44,82.15,100.0,100.0,100.0,100.0,95.44,97.72,13,85.4,512,745.3,0.14,57.33,8.73,39.4,212,4,5,4,8.24,8.43,9.79,28.0,50.0,22.0,55.12,65.95,47.78,70.56,36.17,34.19,33.89,57.14,58.73,57.74,57.84,23,5,0,96.13,88,94.07,19.48,18.77,56.56,169,1,55.75,39.81,78.26,77.78,70.87,75.97,64.16,78.48,76.82,Balanced multi-format,85.65,10.28,72.06,Strong squad asset,69.55,B,Monitor
38,74,Moeen Archer,England,Warwickshire,RHB,Right-arm off-spin,Right,Bowler,Lower-order hitter,167,65,2017,9,10,13,23,13,15,57,64.0,0.77,0.83,89.1,38.2,9.2,5.2,1,0,63.97,1.56,53,82.85,69.0,5.0,0.0,0.25,18,26,13,31.58,45.61,22.81,86.6,80.7,99.3,59.74,76.77,62.38,72.47,62.84,63.35,67.76,54.99,50.52,69.68,36.78,48.44,73,319.1,1915,2664.8,0.99,36.5,8.35,26.23,731,29,21,23,8.19,8.11,8.83,28.0,50.0,22.0,55.75,66.64,56.9,74.02,85.21,37.43,42.94,75.72,63.46,100.0,84.79,18,5,0,88.99,84,83.93,26.74,0.76,35.41,7,11,28.14,55.14,77.61,54.62,64.98,68.54,78.76,76.29,63.92,Red-ball leaning,73.52,21.07,74.48,Strong squad asset,75.3,B+,Shortlist
39,78,David Hazlewood,Australia,Somerset,LHB,Medium pace,Left,Utility,Flexible,178,70,2018,8,10,15,28,12,13,754,453.1,9.67,10.62,166.4,30.8,23.8,179.5,22,15,12.25,8.17,576,127.12,71.0,7.0,0.0,3.19,289,262,203,38.33,34.75,26.92,171.3,153.6,180.8,57.29,87.85,100.0,100.0,100.0,84.7,100.0,100.0,90.16,100.0,81.69,88.38,7,56.6,340,534.9,0.09,76.41,9.45,48.51,105,3,2,2,9.3,9.52,10.42,28.0,50.0,22.0,40.31,47.66,37.26,54.18,28.32,24.61,26.34,43.18,44.79,43.62,43.8,20,4,0,91.97,88,93.2,10.16,9.98,72.84,97,1,54.61,36.09,81.54,66.09,69.68,73.08,55.93,71.13,71.58,Balanced multi-format,90.31,9.52,67.66,Strong squad asset,62.1,C+,Monitor
40,72,Daryl Chapman,New Zealand,Kent,RHB,Right-arm pace,Right,Bowler,Lower-order hitter,189,75,2019,7,10,12,23,12,15,50,44.8,0.69,0.75,111.7,41.3,15.4,7.7,0,1,44.76,2.23,44,98.3,67.0,5.0,0.0,0.22,15,27,8,30.0,54.0,16.0,111.2,109.3,125.5,60.97,60.0,72.28,92.72,76.14,72.22,79.98,77.83,53.78,89.09,44.02,57.73,130,546.4,3278,3497.0,1.81,26.9,6.4,25.22,1354,38,58,34,6.06,6.85,7.22,26.35,51.65,22.0,75.47,81.59,73.91,100.0,100.0,57.68,56.46,94.48,84.74,100.0,94.8,18,5,0,98.6,84,83.8,46.16,0.72,25.2,7,16,37.75,65.14,72.14,64.27,72.71,76.73,85.88,87.78,81.13,Balanced multi-format,74.43,23.04,82.07,High-value starter,85.31,A+,Priority target
41,111,Heinrich Shamsi,South Africa,Sussex,LHB,Left-arm orthodox,Left,Utility,Flexible,174,80,2018,8,14,22,39,17,19,0,0.0,0.0,0.0,132.5,43.7,8.0,0.0,0,0,0.0,0.0,0,0.0,100.0,11.0,0.0,0.0,0,0,0,0.0,0.0,0.0,126.9,121.3,139.5,59.66,0.0,68.37,60.65,77.93,67.52,0.0,66.42,0.0,93.58,46.63,46.71,60,280.7,1684,2593.7,0.54,43.23,9.24,28.07,736,20,30,10,9.17,9.24,10.67,28.0,50.0,22.0,49.94,62.49,41.27,64.86,64.37,26.91,29.79,63.98,52.87,75.92,67.17,27,6,0,94.79,88,95.4,15.17,0.0,39.77,0,5,35.69,52.95,59.29,56.94,57.59,42.09,63.59,40.18,68.53,White-ball leaning,83.86,16.32,69.65,Strong squad asset,59.9,C+,Development watchlist
42,34,Tayyab Gul,Pakistan,Surrey,RHB,Medium pace,Right,Utility,Flexible,185,64,2009,17,4,6,12,5,7,86,76.5,2.53,2.77,112.4,37.0,12.1,10.4,1,1,38.26,2.61,76,99.33,31.0,3.0,0.0,0.83,35,30,21,40.7,34.88,24.42,112.6,97.4,121.3,56.67,82.84,77.51,82.25,75.86,70.09,84.46,69.13,65.45,86.63,48.17,62.11,31,136.5,819,1029.0,0.91,33.19,7.54,26.41,303,10,11,10,6.79,7.35,8.15,28.0,50.0,22.0,65.64,71.79,62.36,84.64,81.9,49.24,46.59,79.83,72.09,100.0,87.98,10,3,0,96.29,86,88.27,26.33,2.77,33.86,22,9,45.16,48.39,72.21,75.04,68.3,78.24,80.69,72.51,76.04,Balanced multi-format,78.44,15.01,79.2,High-value starter,78.13,A,Shortlist
43,117,Lahiru Chameera,Sri Lanka,Nottinghamshire,LHB,Right-arm off-spin,Left,Bowler,Lower-order hitter,170,69,2006,20,16,21,37,21,22,0,0.0,0.0,0.0,124.2,35.1,15.9,0.0,0,0,0.0,0.0,0,0.0,109.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,135.1,110.5,131.2,47.01,0.0,73.78,55.25,74.54,63.32,0.0,80.9,0.0,93.83,43.71,45.31,212,890.9,5345,7358.8,1.81,34.71,8.26,25.21,1876,60,88,64,7.86,7.54,8.68,26.27,51.73,22.0,57.26,70.28,58.5,73.42,100.0,41.36,46.42,81.78,64.16,100.0,86.48,28,6,0,92.72,84,86.8,45.69,0.0,34.83,0,20,38.92,49.57,56.3,53.9,60.12,47.95,75.36,74.13,62.95,Red-ball leaning,85.26,27.24,75.35,High-value starter,72.64,B+,Shortlist
44,28,Darren Brooks,West Indies,Hampshire,RHB,Left-arm orthodox,Right,Utility,Flexible,181,74,2011,15,3,5,10,4,6,237,163.4,8.46,9.12,145.0,30.9,16.1,38.2,7,2,18.16,5.51,197,120.53,26.0,2.0,0.0,2.73,71,104,62,29.96,43.88,26.16,147.5,135.1,146.2,49.0,80.24,90.68,100.0,90.67,78.42,100.0,86.73,83.32,100.0,72.12,81.89,2,18.3,110,188.1,0.07,94.07,10.3,54.8,34,0,2,0,10.34,10.46,10.67,28.0,50.0,22.0,31.82,40.42,34.88,42.34,24.75,14.94,24.41,35.61,37.1,35.91,36.13,9,2,0,94.97,86,87.87,9.75,9.48,92.82,80,1,61.04,23.87,72.42,59.01,63.86,67.1,48.51,63.35,67.14,Balanced multi-format,82.48,15.11,60.73,Development / squad,55.2,C,Development watchlist
45,20,Moeen Sibley,Bangladesh,Middlesex,LHB,Medium pace,Left,Utility,Flexible,166,79,2012,14,2,4,7,3,4,45,39.3,2.25,2.5,114.4,34.9,6.7,3.0,1,0,39.34,2.54,41,104.23,18.0,2.0,0.0,0.0,13,19,13,28.89,42.22,28.89,112.1,105.1,105.3,44.79,83.56,73.58,89.16,67.59,64.75,87.88,51.6,65.01,79.17,46.95,59.52,14,63.3,380,558.6,0.7,39.9,8.82,27.14,133,5,6,3,8.86,8.83,8.95,28.0,50.0,22.0,47.56,57.97,53.2,65.46,72.21,30.26,38.74,65.58,56.7,85.21,73.17,7,1,0,89.4,86,87.33,20.97,2.2,38.7,22,6,32.74,46.24,74.31,66.35,63.68,70.93,70.97,68.0,66.66,Balanced multi-format,92.86,14.69,75.58,High-value starter,69.51,B,Monitor
46,100,Zak Carse,Afghanistan,Leicestershire,RHB,Right-arm off-spin,Right,Utility,Flexible,177,84,2009,17,13,20,36,16,15,531,413.6,5.31,5.9,128.4,44.6,17.1,90.8,15,5,20.68,4.84,441,106.64,90.0,10.0,0.0,1.77,169,245,117,31.83,46.14,22.03,121.4,124.1,130.8,57.21,75.72,76.85,100.0,81.12,74.11,93.41,83.5,74.35,98.38,59.67,73.02,75,336.7,2020,2972.8,0.75,39.64,8.83,26.93,901,32,28,15,8.83,8.64,9.8,28.0,50.0,22.0,54.04,68.14,49.92,71.14,74.55,31.09,36.44,71.44,59.44,90.18,77.81,25,6,0,96.8,88,94.67,24.34,5.31,37.79,56,7,41.16,50.79,85.83,75.41,69.78,75.93,77.0,76.77,76.17,Balanced multi-format,81.17,7.36,77.88,High-value starter,76.79,B+,Shortlist
47,108,Jamie Lawrence,Ireland,Lancashire,LHB,Right-arm leg-spin,Left,Bowler,Lower-order hitter,188,68,2010,16,15,19,34,19,21,301,235.7,2.79,2.98,127.7,35.9,10.1,30.4,5,2,33.67,2.97,269,114.12,101.0,7.0,0.0,0.89,104,128,69,34.55,42.52,22.92,122.0,120.6,137.3,61.73,79.85,79.81,99.46,83.91,77.73,94.35,70.31,69.0,95.16,54.11,68.09,178,751.6,4510,6501.3,1.65,36.52,8.65,25.33,1619,78,44,56,8.71,9.06,8.76,28.0,50.0,22.0,52.19,57.46,57.94,68.44,100.0,35.39,45.75,76.19,60.7,100.0,84.22,26,5,0,97.09,78,80.2,43.94,2.74,34.21,31,17,36.45,52.32,84.34,64.16,73.45,76.72,81.55,78.64,64.53,Red-ball leaning,64.87,32.39,73.97,Strong squad asset,77.56,B+,Shortlist
48,15,Sam Sibley,Zimbabwe,Yorkshire,RHB,Medium pace,Right,Utility,Flexible,173,73,2016,10,1,3,5,2,4,186,133.0,12.4,13.29,139.9,34.7,20.2,37.6,5,3,16.62,6.02,148,111.32,14.0,1.0,0.0,0.0,77,71,38,41.4,38.17,20.43,141.9,136.5,156.5,61.2,74.86,91.4,100.0,95.23,82.95,100.0,99.62,94.84,100.0,81.1,89.26,4,21.5,129,193.7,0.27,48.43,9.01,32.25,45,2,1,1,8.58,8.59,9.97,28.0,50.0,22.0,48.98,58.78,43.35,62.68,47.88,31.85,31.01,56.33,52.49,61.1,57.75,6,2,0,100.0,86,87.0,17.46,12.49,44.55,105,3,55.09,43.76,67.56,73.51,67.22,74.7,61.59,73.18,73.54,Balanced multi-format,85.51,17.2,69.96,Strong squad asset,66.3,B,Monitor
49,73,Suryakumar Sharma,India,Essex,LHB,Left-arm orthodox,Left,Bowler,Lower-order hitter,184,78,2014,12,10,13,23,13,14,34,30.7,0.47,0.5,110.6,46.8,11.5,3.9,1,0,30.74,3.25,30,97.59,68.0,5.0,0.0,0.15,13,14,7,38.24,41.18,20.59,103.3,107.8,125.0,66.64,75.18,70.51,88.59,76.65,72.42,78.97,69.05,53.14,86.25,43.24,56.47,127,534.8,3209,4968.0,1.74,39.12,9.29,25.26,1502,57,40,30,8.39,9.05,9.79,27.3,50.7,22.0,61.64,67.91,52.83,66.02,100.0,38.74,41.09,78.48,60.31,100.0,84.7,18,4,0,93.19,78,77.87,44.37,0.48,39.9,4,20,35.56,58.08,76.02,58.58,67.44,71.77,79.08,77.74,62.45,Red-ball leaning,69.2,36.35,73.29,Strong squad asset,75.49,B+,Shortlist
50,63,Jamie Brook,England,Gloucestershire,RHB,Left-arm orthodox,Right,Utility,Flexible,169,83,2015,11,8,12,22,10,11,1206,807.8,19.14,21.16,149.3,23.6,21.1,254.5,43,14,14.17,7.06,950,117.61,57.0,6.0,0.0,6.35,337,676,193,27.94,56.05,16.0,147.3,148.5,155.1,55.98,55.89,91.35,100.0,93.27,82.43,100.0,100.0,100.0,100.0,99.7,99.85,19,99.1,595,776.0,0.3,40.84,7.83,31.29,140,5,11,3,7.43,7.74,7.63,28.0,50.0,22.0,51.2,56.02,59.28,72.54,50.41,41.76,41.97,59.84,62.56,69.27,65.24,17,4,0,89.98,88,92.2,22.26,20.73,40.98,182,3,64.92,51.88,72.39,82.54,72.98,73.45,68.24,77.66,78.79,Balanced multi-format,84.48,13.17,74.41,Strong squad asset,72.24,B+,Shortlist
51,30,Alex Turner,Australia,Durham,LHB,Medium pace,Left,Utility,Flexible,180,67,2018,8,3,6,10,4,7,536,352.2,17.87,19.85,152.2,27.0,16.8,90.0,12,7,18.54,5.4,446,126.64,27.0,3.0,0.0,5.96,154,239,143,28.73,44.59,26.68,158.9,132.9,154.8,46.86,78.82,96.16,100.0,95.66,80.71,100.0,91.61,100.0,100.0,97.07,98.54,1,15.0,90,114.6,0.03,114.6,7.64,90.0,24,0,1,0,7.57,7.45,8.91,28.0,50.0,22.0,51.64,60.83,48.96,77.24,14.67,39.87,34.27,50.42,60.94,49.06,52.37,10,2,2,96.0,86,88.0,14.74,19.85,113.07,179,0,64.19,27.8,69.3,75.45,68.33,76.98,58.9,73.44,76.83,Balanced multi-format,73.86,16.14,66.23,Strong squad asset,65.39,B,Monitor
52,64,Kane Ravindra,New Zealand,Warwickshire,RHB,Right-arm off-spin,Right,Utility,Flexible,165,72,2017,9,8,12,23,10,11,800,655.7,12.5,13.79,122.0,31.8,18.3,146.4,20,11,21.15,4.73,654,99.74,58.0,6.0,0.0,4.14,336,316,148,42.0,39.5,18.5,120.9,108.1,128.5,55.83,71.0,82.74,88.86,78.97,73.05,100.0,85.58,92.96,96.01,75.07,84.78,3,35.5,213,360.7,0.05,120.23,10.17,70.93,68,1,1,1,10.15,10.36,9.25,28.0,50.0,22.0,33.97,41.8,48.17,44.7,18.79,16.77,33.87,34.76,43.23,36.35,37.67,17,4,0,87.88,88,92.27,13.57,14.07,116.63,131,0,60.63,22.72,74.63,61.23,65.98,66.5,50.29,67.09,68.53,Balanced multi-format,86.93,12.36,63.1,Development / squad,57.3,C,Development watchlist
53,83,Heinrich Williams,South Africa,Somerset,LHB,Right-arm off-spin,Left,Bowler,Lower-order hitter,176,77,2017,9,11,14,26,14,18,221,176.0,2.66,2.83,125.6,31.3,14.6,32.3,5,2,25.14,3.98,189,107.41,78.0,5.0,0.0,0.85,66,90,65,29.86,40.72,29.41,117.2,123.5,125.8,56.6,86.55,76.93,98.78,80.2,75.36,89.35,76.2,68.79,94.89,52.81,67.32,83,362.4,2175,2834.2,1.0,34.15,7.82,26.2,681,32,27,24,7.34,7.98,8.38,28.0,50.0,22.0,58.37,61.63,57.69,77.3,85.8,45.02,43.27,75.57,65.7,100.0,85.32,20,4,0,89.32,84,84.53,28.32,2.95,32.55,29,11,50.03,48.93,85.06,64.32,72.48,79.19,82.07,78.42,67.74,Red-ball leaning,73.01,18.19,76.94,High-value starter,78.47,A,Shortlist
54,71,Usama Aslam,Pakistan,Kent,RHB,Left-arm orthodox,Right,Bowler,Lower-order hitter,187,82,2019,7,9,12,22,12,16,60,49.4,0.85,0.9,121.4,29.7,8.3,5.0,1,0,49.42,2.02,56,113.31,67.0,4.0,0.0,0.27,17,34,9,28.33,56.67,15.0,132.5,116.9,112.5,34.66,54.67,83.6,100.0,67.62,64.64,91.84,57.64,59.0,83.45,45.29,58.26,100,426.0,2556,3182.5,1.41,31.82,7.47,25.56,759,44,22,34,6.83,7.83,8.17,28.0,50.0,22.0,62.9,61.33,60.19,81.24,100.0,51.49,46.92,81.83,69.29,100.0,87.78,18,5,0,98.22,84,83.73,36.7,0.79,29.81,7,16,32.04,54.28,70.49,61.02,64.77,69.43,79.43,78.43,67.93,Red-ball leaning,88.1,23.65,79.3,High-value starter,76.93,B+,Shortlist
55,64,Akila Kumara,Sri Lanka,Sussex,LHB,Right-arm pace,Left,Bowler,Lower-order hitter,172,66,2020,6,8,11,20,11,14,0,0.0,0.0,0.0,97.1,39.0,4.4,0.0,0,0,0.0,0.0,0,0.0,60.0,4.0,0.0,0.0,0,0,0,0.0,0.0,0.0,105.7,97.9,92.7,40.03,0.0,59.77,48.95,51.64,49.74,0.0,42.12,0.0,64.7,34.22,33.29,81,347.5,2085,2689.4,1.27,33.2,7.74,25.74,813,21,37,23,7.13,7.91,7.3,28.0,50.0,22.0,64.33,70.13,71.37,83.04,97.25,46.46,53.55,84.14,74.28,100.0,89.6,16,3,0,85.8,84,83.27,32.58,0.0,30.55,0,11,18.31,56.28,50.76,49.45,56.48,44.62,75.5,74.13,68.94,Balanced multi-format,70.15,30.76,72.85,Strong squad asset,73.91,B+,Shortlist
56,106,Shimron Hetmyer,West Indies,Surrey,RHB,Left-arm pace,Right,Bowler,Lower-order hitter,183,71,2005,21,14,19,33,19,21,1155,994.8,10.9,11.67,116.1,45.0,13.8,159.4,19,14,30.15,3.32,995,100.02,99.0,7.0,0.0,3.5,467,449,239,40.43,38.87,20.69,117.1,99.3,135.1,63.8,75.39,77.85,84.37,82.58,74.02,100.0,77.91,92.74,92.91,69.78,81.3,115,498.9,2993,4075.7,1.08,35.44,8.17,26.03,1347,41,43,31,7.68,8.13,8.96,28.0,50.0,22.0,63.88,73.08,58.66,80.62,89.5,41.97,43.98,81.47,68.75,100.0,87.55,25,6,0,97.5,84,86.07,37.62,10.73,36.15,104,10,48.72,58.15,79.11,72.43,70.68,81.38,82.07,80.76,69.33,Red-ball leaning,89.82,19.58,81.46,High-value starter,79.26,A,Shortlist
57,30,Joe Anderson,Bangladesh,Nottinghamshire,LHB,Medium pace,Left,Utility,Flexible,168,76,2010,16,3,6,10,4,7,25,26.0,0.83,0.93,96.2,43.9,7.5,1.9,0,0,0.0,0.0,25,96.2,27.0,3.0,0.0,0.28,10,9,6,40.0,36.0,24.0,101.9,86.9,119.1,63.19,82.0,71.08,76.5,73.83,68.91,78.63,58.18,55.1,76.97,39.83,52.93,24,107.0,642,1007.9,0.8,42.0,9.42,26.75,282,9,8,7,8.45,9.3,9.72,28.0,50.0,22.0,56.54,62.18,50.91,62.46,76.86,34.35,37.97,67.41,56.94,90.07,76.12,10,2,0,91.2,86,88.0,22.27,0.87,42.14,8,8,34.61,53.87,69.97,64.53,63.77,69.03,72.11,63.87,66.0,Balanced multi-format,79.99,15.91,72.86,Strong squad asset,69.24,B,Monitor
58,76,Mark Brook,Afghanistan,Hampshire,RHB,Right-arm off-spin,Right,Bowler,Lower-order hitter,179,81,2009,17,10,13,24,13,16,201,193.3,2.64,2.83,104.0,31.8,7.6,15.3,2,1,64.42,1.55,187,96.76,71.0,5.0,0.0,0.85,64,79,58,31.84,39.3,28.86,100.4,95.9,118.0,63.5,89.39,69.96,81.96,74.7,72.01,82.5,58.05,65.92,79.96,46.7,59.82,96,411.9,2471,2940.7,1.26,30.63,7.14,25.74,786,27,45,24,6.66,7.3,7.63,28.0,50.0,22.0,63.93,68.59,64.85,87.12,97.14,50.9,48.55,85.07,73.53,100.0,89.65,19,5,0,94.6,84,84.07,35.06,2.72,30.22,28,14,40.9,63.31,82.0,62.74,72.36,79.95,84.18,84.15,73.18,Red-ball leaning,94.4,19.47,84.53,High-value starter,81.97,A,Shortlist
